notice_name,document_number,document_date,organization,url,match_reason
土地区画整理補助事業の実施細目の改正について,国都市第八五号,2003-06-10,国土交通省都市・地域整備局市街地整備課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000137/77000137.html,strong_accept: 土地区画整理
土地区画整理補助事業の執行について,国都市第六七号,2003-05-27,国土交通省都市・地域整備局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000136/77000136.html,strong_accept: 土地区画整理
鉄筋コンクリート組積造の建築物又は建築物の構造部分の構造方法に関する安全上必要な技術的基準を定める件,国土交通省告示第四百六十三号,2003-04-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006535.pdf,priority_accept_org: 建築指導課
土地区画整理事業の測量成果の国土調査法第一九条第五項の指定等について,国都市第五三七号,2003-04-08,国土交通省都市・地域整備局市街地整備課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000135/77000135.html,strong_accept: 土地区画整理
建築物の開口部で採光に有効な部分の面積の算定方法で別に定めるものを定める件,国土交通省告示第三百三号,2003-03-28,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006534.pdf,priority_accept_org: 建築指導課
土地区画整理法施行規則第十七条の規定に基づく国土交通大臣が定める手数料の額,国土交通省告示第二百七十九号,2003-03-28,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/21aa4623/21aa4623.html,strong_accept: 土地区画整理
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律第十五条の規定に基づく国土交通大臣が高齢者、身体障害者等の円滑な利用を確保する上で有効と認めて定める基準,国土交通省告示第二百七十五号,2003-03-27,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4612/26aa4612.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
ホルムアルデヒドの発散による衛生上の支障がないようにするために必要な換気を確保することができる居室の構造方法を定める件,国土交通省告示第二百七十三号,2003-03-27,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006532.pdf,priority_accept_org: 建築指導課
ホルムアルデヒドの発散による衛生上の支障がないようにするために必要な換気を確保することができる換気設備の構造方法を定める件,国土交通省告示第二百七十四号,2003-03-27,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006533.pdf,priority_accept_org: 建築指導課
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律施行規則の規定により視覚障害者の利用上支障がない昇降機及び乗降ロビーを定める件,国土交通省告示第二百六十五号,2003-03-25,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4596/26aa4596.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律施行規則の規定により視覚障害者の利用上支障がない廊下等の部分等を定める件,国土交通省告示第二百六十三号,2003-03-25,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4594/26aa4594.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律施行規則の規定により車いす使用者の利用上支障がない廊下等の部分等を定める件,国土交通省告示第二百六十四号,2003-03-25,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4595/26aa4595.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 車いす / priority_accept_keyword: 高齢者、身体障害者
車いす使用者用浴室等の構造を定める件,国土交通省告示第二百六十七号,2003-03-25,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4598/26aa4598.html,priority_accept_keyword: 車いす
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律施行規則の規定により車いす使用者が円滑に利用することができる特殊な構造又は使用形態の昇降機の構造を定める件,国土交通省告示第二百六十六号,2003-03-25,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4597/26aa4597.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 車いす / priority_accept_keyword: 高齢者、身体障害者
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律施行令の規定により視覚障害者の利用上支障がない廊下等の部分等を定める件,国土交通省告示第百七十五号,2003-03-06,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4495/26aa4495.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律施行令の規定により視覚障害者の利用上支障がない昇降機及び乗降ロビーを定める件,国土交通省告示第百七十七号,2003-03-06,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4497/26aa4497.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 高齢者、身体障害者
高齢者、身体障害者等が円滑に利用できる特定建築物の建築の促進に関する法律施行令の規定により車いす使用者が円滑に利用することができる特殊な構造又は使用形態の昇降機の構造を定める件,国土交通省告示第百七十八号,2003-03-06,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4498/26aa4498.html,priority_accept_keyword: 身体障害者 / priority_accept_keyword: 車いす / priority_accept_keyword: 高齢者、身体障害者
車いす使用者用便房の構造を定める件,国土交通省告示第百七十六号,2003-03-06,国土交通省,http://www.mlit.go.jp/notice/noticedata/sgml/2003/26aa4496/26aa4496.html,priority_accept_keyword: 車いす
建築基準法等の一部を改正する法律の一部の施行について,国住街第一一〇号,2002-12-27,住宅局長通知,http://www.mlit.go.jp/notice/noticedata/sgml/106/81000296/81000296.html,strong_accept: 建築基準法
第三種ホルムアルデヒド発散建築材料を定める件,国土交通省告示第千百十五号,2002-12-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006530.pdf,priority_accept_org: 建築指導課
第一種ホルムアルデヒド発散建築材料を定める件,国土交通省告示第千百十三号,2002-12-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006528.pdf,priority_accept_org: 建築指導課
第二種ホルムアルデヒド発散建築材料を定める件,国土交通省告示第千百十四号,2002-12-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006529.pdf,priority_accept_org: 建築指導課
クロルピリホスを発散させるおそれがない建築材料を定める件,国土交通省告示第千百十二号,2002-12-26,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006527.pdf,priority_accept_org: 建築指導課
身体障害者補助犬法の施行について,国自旅第一三一号,2002-10-01,国土交通省自動車交通局旅客課長,http://www.mlit.go.jp/notice/noticedata/sgml/114/82000207/82000207.html,priority_accept_keyword: 身体障害者
国土交通省土地区画整理事業測量作業規程及び同運用基準について,国都市第一三八号,2002-08-14,国土交通省都市・地域整備局市街地整備課長通知,http://www.mlit.go.jp/notice/noticedata/sgml/044/77000134/77000134.html,strong_accept: 土地区画整理
膜構造の建築物又は建築物の構造部分の構造方法に関する安全上必要な技術的基準を定める等の件,国土交通省告示第六百六十六号,2002-07-23,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006526.pdf,priority_accept_org: 建築指導課
特定畜舎等建築物の構造方法に関する安全上必要な技術的基準を定める等の件,国土交通省告示第四百七十四号,2002-05-29,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006525.pdf,priority_accept_org: 建築指導課
構造耐力上主要な部分にシステムトラスを用いる場合における当該構造耐力上主要な部分の構造方法に関する安全上必要な技術的基準を定める件,国土交通省告示第四百六十三号,2002-05-27,国土交通省住宅局建築指導課,http://www.mlit.go.jp/notice/noticedata/pdf/201703/00006523.pdf,priority_accept_org: 建築指導課
